source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,disposition_notes
q_pochhammer_q_binomial_monograph:thm:geometric-pascal,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2203,thm:geometric-pascal,theorem,Geometric Pascal recurrence,"Finite fields, Grassmannians, and rank enumeration","The finite algebra / Finite fields, Grassmannians, and rank enumeration / Counting subspaces",yes,thm:geometric-pascal,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:flag-count,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2221,thm:flag-count,theorem,Partial flags,"Finite fields, Grassmannians, and rank enumeration","The finite algebra / Finite fields, Grassmannians, and rank enumeration / Flags and \texorpdfstring{$q$",yes,thm:flag-count,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:rank-matrices,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2239,thm:rank-matrices,theorem,Rank enumeration,"Finite fields, Grassmannians, and rank enumeration","The finite algebra / Finite fields, Grassmannians, and rank enumeration / Matrices of fixed rank",yes,thm:rank-matrices,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:grassmann-poincare,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2277,thm:grassmann-poincare,theorem,Poincar\'e polynomial of the Grassmannian,"Finite fields, Grassmannians, and rank enumeration","The finite algebra / Finite fields, Grassmannians, and rank enumeration / Schubert cells and a topological meaning",yes,thm:grassmann-poincare,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:qbinom-growth,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2296,prop:qbinom-growth,proposition,Dimension-dominant bounds,"Finite fields, Grassmannians, and rank enumeration","The finite algebra / Finite fields, Grassmannians, and rank enumeration / Growth over finite fields",yes,prop:qbinom-growth,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:sl2-structure,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2331,lem:sl2-structure,lemma,Structure of finite-dimensional $\mathfrak{sl}_2$-modules,Symmetry and unimodality,The finite algebra / Symmetry and unimodality / A representation-theoretic lemma,yes,lem:sl2-structure,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:exterior-character,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2362,prop:exterior-character,proposition,Exterior-power character,Symmetry and unimodality,The finite algebra / Symmetry and unimodality / Exterior powers and Gaussian coefficients,yes,prop:exterior-character,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:qbinom-unimodal,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2390,thm:qbinom-unimodal,theorem,Unimodality of Gaussian coefficients,Symmetry and unimodality,The finite algebra / Symmetry and unimodality / Exterior powers and Gaussian coefficients,yes,thm:qbinom-unimodal,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:infinite-qbinomial,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2429,thm:infinite-qbinomial,theorem,Infinite $q$-binomial theorem,The infinite \texorpdfstring{$q$,Infinite series and basic hypergeometric summation / The infinite \texorpdfstring{$q$ / A functional-equation proof,yes,thm:infinite-qbinomial,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:euler-infinite,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2465,cor:euler-infinite,corollary,Euler's two infinite identities,The infinite \texorpdfstring{$q$,Infinite series and basic hypergeometric summation / The infinite \texorpdfstring{$q$ / A functional-equation proof,yes,cor:euler-infinite,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:ratio-expansion,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2495,cor:ratio-expansion,corollary,A ratio expansion,The infinite \texorpdfstring{$q$,Infinite series and basic hypergeometric summation / The infinite \texorpdfstring{$q$ / A functional-equation proof,yes,cor:ratio-expansion,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:formal-qbinomial,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2510,prop:formal-qbinomial,proposition,Formal version,The infinite \texorpdfstring{$q$,Infinite series and basic hypergeometric summation / The infinite \texorpdfstring{$q$ / Formal and analytic interpretations,yes,prop:formal-qbinomial,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:fixed-k-limit,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2533,prop:fixed-k-limit,proposition,,The infinite \texorpdfstring{$q$,Infinite series and basic hypergeometric summation / The infinite \texorpdfstring{$q$ / Limits in the number of factors,yes,thm:fixed-column-limit,human-proved frontier result,"Merged into thm:fixed-column-limit, which adds an effective geometric error term, the shifted limit, and the q=0 edge case."
q_pochhammer_q_binomial_monograph:unlabelled-definition-009,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2561,,definition,,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / Definition and convergence,no,,not applicable,Retained as the unlabeled canonical definition 'line 2561'; the historical source line and section path identify it exactly.
q_pochhammer_q_binomial_monograph:prop:phi-convergence,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2573,prop:phi-convergence,proposition,Elementary convergence classification,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / Definition and convergence,yes,prop:phi-convergence,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:classical-hypergeometric-limit,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2627,thm:classical-hypergeometric-limit,theorem,Classical limit of a nonterminating ${}_r\phi_{r-1}$,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / Definition and convergence,yes,thm:classical-hypergeometric-limit,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:heine,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2772,thm:heine,theorem,Heine transformation,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / Heine's transformation,yes,thm:heine,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:q-gauss,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2811,thm:q-gauss,theorem,$q$-Gauss summation,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / The \texorpdfstring{$q$,yes,thm:q-gauss,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:cauchy-II,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2832,lem:cauchy-II,lemma,Cauchy convolution II,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / A second finite Cauchy identity,yes,lem:cauchy-II,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:q-pfaff,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2891,thm:q-pfaff,theorem,"$q$-Pfaff--Saalsch\""utz summation",Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / The \texorpdfstring{$q$,yes,thm:q-pfaff,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:q-chu,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2947,cor:q-chu,corollary,$q$-Chu--Vandermonde,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / The two \texorpdfstring{$q$,yes,cor:q-chu,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:2phi1-reversal,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,2998,lem:2phi1-reversal,lemma,Reversal of a terminating ${}_2\phi_1$,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / The two \texorpdfstring{$q$,yes,lem:2phi1-reversal,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:qchu2-by-reversal,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,3075,prop:qchu2-by-reversal,proposition,The second $q$-Chu--Vandermonde sum by reversal,Basic hypergeometric series,Infinite series and basic hypergeometric summation / Basic hypergeometric series / The two \texorpdfstring{$q$,yes,prop:qchu2-by-reversal,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:1psi1-convergence,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,3168,prop:1psi1-convergence,proposition,Convergence annulus,Bilateral series and Ramanujan's \texorpdfstring{${,Infinite series and basic hypergeometric summation / Bilateral series and Ramanujan's \texorpdfstring{${ / Definition,yes,prop:1psi1-convergence,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:1psi1,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,3179,thm:1psi1,theorem,Ramanujan's ${}_1\psi_1$ summation,Bilateral series and Ramanujan's \texorpdfstring{${,Infinite series and basic hypergeometric summation / Bilateral series and Ramanujan's \texorpdfstring{${ / Definition,yes,thm:1psi1,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:qderivative-rules,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,3242,prop:qderivative-rules,proposition,Elementary rules,\texorpdfstring{$q$,Infinite series and basic hypergeometric summation / \texorpdfstring{$q$ / The \texorpdfstring{$q$,yes,prop:qderivative-rules,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:q-leibniz,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,3271,thm:q-leibniz,theorem,$q$-Leibniz rule,\texorpdfstring{$q$,Infinite series and basic hypergeometric summation / \texorpdfstring{$q$ / The \texorpdfstring{$q$,yes,thm:q-leibniz,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:qfalling-derivative,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,3306,lem:qfalling-derivative,lemma,,\texorpdfstring{$q$,Infinite series and basic hypergeometric summation / \texorpdfstring{$q$ / \texorpdfstring{$q$,yes,lem:qfalling-derivative,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
