n,a_n
335,1291853399605262474647161264786097790131650328302927414887081046762371495413938679220160507014245640999808025742729137673259987993173389866222018373852415484976495614671997168471358713070388297945782634575373962092527496994630716480
336,6394801248318991262802188476453260780856698846933594576168926362723661420934899877085327940406667310556913503358712283399905870644954009601456737143128952193834688997789380538451295949685489648712682975013788818819753677475125811152
337,31655034409680586166670996992478641161143663998699655013864396072779103741561309338951321856129115405125258156578957000743559539407421148986111899283041404664464709096348829470442162088335958393539397582012139770028630965901861036480
338,156696911894039793843626612271862963675950172709033012964503974864879075045380742783225046480831541548717231817429719862893351989409041377244888797056358004929731059965166319868771473189895264819243490292543814193860973579991522103744
339,775675336978180307744923009919702596404598471797191730045120188729037894015010030219392247132784682034838306732905842279946561252437726138539603230504467266305725294508331633641959267176534219590611142329913981668845519473483340495040
340,3839736435068538330019726632638540156891086311793035876314419335916265293375265239382122012522520844306837001001643777215618054627726376959797092135627321214150987278512474281146935715049671641999426517117624467524065917126912007206976
341,19007487866788522220452289705745556252318497748232102747241850939814215369263649335006242022685245841043630473200850224243938571899204924356691545469753497850958125813632188906528425393732300634290000333769635458072984689309485624861028
342,94091391968588867399742682646614574567056613845841604096163133013188123469366403740949559978296882302297024027771091490146047287377959925515642362531091293773102611426130895987582909397259073546279082888523369795540098870869675847925755
343,465775797876240869667542408464148901600393026313293569535467605626578589960888348842760325931324190681481872239690460901370400717238859444963247903527010989521619670010323054732205774151959156864700969738653657475714044988415636185207626
344,2305715856273438200482141562553843657470879228057071234618447055467275899980005488191488904234140797751848116187222413975821278902900411224611094363785285103800700230877745178039283292894311851963165060499254317337669979982254721572646875
345,11413963672226871641213894786043241295067273323176992844191221991593459431856754610263336771472390962487230263723471993803137631776656185192029410834516770224500274475789454283935363652661252278339393957759197236415690296801497639317598900
346,56502674753850592052045158529399658638329884696750071395162427660613446117978806208065280045135435016606656439010232333834151537022976742800930364123571410637308286742429661807324003706607227429997412851771995550734961270195877534648531900
347,279707002617551282315657038068094928427280028542470421965886630277474083981951119461492683220455215626071260045067092068845729228500617186592604906778253471666109509553339262187978960481651542836905893243494975752456375773061925252323325250
348,1384648284510519829130611767103540834687045939945895012395509240881899935773157985987706002400308841641110646108909352796989472076196993543554698613829692488137180621179141591515545402170747974602669039150533554935778809194030580807872775850
349,6854525474563492916952656491308571666523357786314547242091377168808064148406074295407319747650209746337275214470924973322916773255560715995489148541875158715688825110509091658708257210419896605605050333600110651751523504315539373640261827000
350,33932596872065286486809743320055196143878129642010736435048286139210879288204866193306222485058799472585383043459130240079902443642221527836498279811135185754958529531007106292522310750045959024245490437524813672309525733184522087326642207460
351,167980384194026340644888140680327292043869566165895937754597501313754065789357884247558998435821647827326540868819259852057927916109555204453286195802684323503930404623038624750506622368121739810839316511312048781869861378566681272632544728200
352,831575723971385164830625856117295399989751399760595995837134842238244281560874206856064422122185149216884510556539125955830178696372980705966822809223643220680978246859230729222711969771534251671520714823326295799894017250177759872741072162875
353,4116676921196444842802456544302396921404070517491384524074017821183554384627829593247816923242160307566042969587519442459454091999584344692322602285349047841333289656803097844956202958220976881363728559642417548006531328945037551991383780210660
